index,review_title,review_text,review_rating,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos
2361,Amazing battery life,Amazing battery life,5.0,0.0,0.345,0.655,0.5859,0.008523261,0.12109119,0.8703855
2362,Excellent Phone,Exceptional phone with great faceid & long lasting battery life,5.0,0.0,0.661,0.339,0.6249,0.0025634298,0.030803643,0.96663296
2363,Excellent,Superb,5.0,0.0,0.0,1.0,0.6249,0.0118907,0.16899449,0.8191148
2364,Awesome,One word :- Awesome at such price,5.0,0.0,0.594,0.406,0.6249,0.014451858,0.10592616,0.879622
2365,Fake product received,"Product was defective not working hasdsfree properly and product was duplicated,",1.0,0.225,0.775,0.0,-0.4404,0.8961694,0.09636367,0.0074669244
2366,Good,Good but front camera is not as expected,4.0,0.0,0.782,0.218,0.2382,0.51534116,0.41287556,0.07178329
2367,PERFECT.....,"Osm , fantastic and perfect or more than perfect",5.0,0.0,0.312,0.688,0.9001,0.010771236,0.10316617,0.8860626
2368,5 out of 5,Amazing IPhone XR,5.0,0.0,0.345,0.655,0.5859,0.0012553056,0.027832396,0.9709122
2369,Iphone 📱 xr,Satisfied quality 😎,5.0,0.0,0.263,0.737,0.4215,0.0031109136,0.06809662,0.9287924
2370,Great phone ...under 40 k,Thanks to Amazon... giving great discount on big billion days.. I bought it 40000 rs...,4.0,0.0,0.539,0.461,0.8555,0.0019553856,0.018087966,0.9799566
2371,Best option,Nice phone,5.0,0.0,0.263,0.737,0.4215,0.006627618,0.066739604,0.92663276
2372,Ok,OK,3.0,0.0,0.0,1.0,0.296,0.18186557,0.50801057,0.3101239
2373,Good,Shirt time Price drop,5.0,0.412,0.588,0.0,-0.2732,0.09579304,0.8643919,0.039815053
2374,Good phone but waieted phone,Nothing,1.0,0.0,1.0,0.0,0.0,0.30227667,0.5676094,0.1301139
2375,Best Battery in an iPhone,"Battery life is the best even in an iPhone, stereo speakers is amazing",5.0,0.0,0.579,0.421,0.8402,0.0018631556,0.010398009,0.98773885
2376,Nice experience,Perfect model,5.0,0.0,0.213,0.787,0.5719,0.020475928,0.23075919,0.7487649
2377,Every thing good  but unit getting slight heat while using in network,Every thing good  but unit getting slight heat while using in network.,3.0,0.0,0.849,0.151,0.2382,0.07448275,0.47944415,0.4460731
2378,Best phone,Best iPhone I have ever used and at a lowest cost it was only ₹38000 thanks amazon,5.0,0.116,0.491,0.393,0.7351,0.0019481203,0.013490517,0.98456144
2379,Worth Purchase on sale,Great Product,5.0,0.0,0.196,0.804,0.6249,0.009553884,0.08408492,0.9063612
2380,Worth for the Money,Worth for the Money,5.0,0.0,0.612,0.388,0.2263,0.089741,0.74996454,0.16029444
2381,Nice buy in best price,Awesome,5.0,0.0,0.0,1.0,0.6249,0.00833755,0.08382222,0.90784025
2382,awesome phone,awesome but heavier,5.0,0.0,0.44,0.56,0.3716,0.096015684,0.4875252,0.41645914
2383,Trusted amazing,Best price,5.0,0.0,0.192,0.808,0.6369,0.041681867,0.50584114,0.45247695
2384,Superb,Nothing to say as we all know about iPhone,5.0,0.0,1.0,0.0,0.0,0.17589761,0.74152017,0.082582206
2385,Good product,"Good product, also recommended u to buy",5.0,0.0,0.46,0.54,0.5719,0.0025105719,0.04495301,0.9525364
2386,Wow,Amazing experience,5.0,0.0,0.208,0.792,0.5859,0.006586661,0.06877824,0.9246351
2387,Satisfaction 💯,Value for money users interface m happy buying the new phone from you,5.0,0.0,0.621,0.379,0.7269,0.003417185,0.058016587,0.9385662
2388,Best dual sim affordable phone,Good phone only with discount i purchase for 40 k with bank discount.,5.0,0.0,0.775,0.225,0.4404,0.0088848155,0.1535767,0.8375385
2389,Good,"Overall Good Experience, just not happy with camera result within this price.",5.0,0.189,0.629,0.182,-0.0253,0.4791703,0.39917842,0.12165132
2390,I want to return the product,It user friendliness,2.0,0.0,0.4,0.6,0.4588,0.012317065,0.3987081,0.58897483
2391,Absolutely amazing and worth buying..,Loving it...,5.0,0.0,0.204,0.796,0.5994,0.0055153356,0.037429396,0.95705533
2392,EXCEPT DELHIVERY SERVICES All things are good .,Superb👌👌👌,5.0,0.0,1.0,0.0,0.0,0.0059424997,0.0728273,0.9212302
2393,Awesome Product,Excellent phone,5.0,0.0,0.213,0.787,0.5719,0.008036703,0.10214289,0.8898204
2394,Master Piece,Master piece,5.0,0.0,1.0,0.0,0.0,0.11097688,0.5922753,0.29674783
2395,Original product delivered by amazon,Everything is good,5.0,0.0,0.408,0.592,0.4404,0.0036484783,0.04096048,0.955391
2396,Expectations were a lil bit high..but overall good at this price point..,Increase your budget to 15k & go for 11 for better performance,5.0,0.0,0.634,0.366,0.6369,0.01410891,0.59923327,0.38665786
2397,Worth the money,Best for the range,4.0,0.0,0.417,0.583,0.6369,0.011290224,0.39641973,0.59229
2398,Great product brings great experience,Good in all ways..,5.0,0.0,0.508,0.492,0.4404,0.004074006,0.08809774,0.9078282
2399,Maina,Apple always oswam,5.0,0.0,1.0,0.0,0.0,0.09100307,0.7517669,0.15723
2400,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
2401,Good,Good,3.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
2402,Hhm,Vhjm,5.0,0.0,1.0,0.0,0.0,0.20883213,0.6243158,0.16685209
2403,Iphone XR World no One in Quality Reliability and Use,Superb battery life clear stero sound effect Fantastic pics equivalent to DSLR Camera,5.0,0.0,0.493,0.507,0.8834,0.007155369,0.10064359,0.89220107
2404,Trustable product,Good product worth for money 😁,5.0,0.0,0.385,0.615,0.5859,0.0043794573,0.06821082,0.9274097
2405,Bill issue,I haven't got any bill related to by prodect I really disappointed I want the original bill,1.0,0.186,0.602,0.212,-0.1317,0.8075187,0.1810694,0.011411871
2406,Osom,Best phone in this range,5.0,0.0,0.488,0.512,0.6369,0.0018929179,0.04509914,0.9530079
2407,Best Phone,nice phone also fast deliver thank you amazon,5.0,0.0,0.417,0.583,0.7184,0.0019396403,0.009981315,0.988079
2408,The user interface and Camera,There is no finger-print reader for iPhone XR,5.0,0.239,0.761,0.0,-0.296,0.1544795,0.64200497,0.20351557
2409,Ok,Nice,5.0,0.0,0.0,1.0,0.4215,0.066038154,0.35445276,0.5795091
2410,So happy,Dream come true...,5.0,0.0,0.5,0.5,0.25,0.003104567,0.11885711,0.87803835
2411,Product quality was gret,Product quality was great though it arrived a day later than promised,5.0,0.0,0.577,0.423,0.765,0.008844365,0.06290036,0.9282553
2412,Review-One Liner,"Feature loaded phone got it for 39,999 absolute steal at this price.",5.0,0.225,0.775,0.0,-0.4939,0.34017673,0.5031075,0.1567157
2413,Very nice phone,Very nice phone..i m very happy with it,5.0,0.0,0.414,0.586,0.7956,0.0014840064,0.009053244,0.9894628
2414,Amazing quality !!,Amazon delivers the best product,5.0,0.0,0.337,0.663,0.7096,0.0042960346,0.02180604,0.9738979
2415,BEST PHONE,Recommended,5.0,0.0,0.0,1.0,0.2023,0.25433013,0.45115626,0.2945136
2416,iPhone 10R Ultimate phone,It is worth to buy IPhone XR,4.0,0.0,0.759,0.241,0.2263,0.001704144,0.12713528,0.87116057
2417,Not bad,The phone was good but I had an issue updating my iPhone but it went through at last,4.0,0.0,0.891,0.109,0.2382,0.030706817,0.17645463,0.7928386
2418,Go for it,"The only problem with iphone was battery life, but iphone xr battery life is awesome",5.0,0.09,0.634,0.276,0.7003,0.017155549,0.06167136,0.92117316
2419,Best,Best smartphone but too costly,5.0,0.222,0.417,0.361,0.25,0.36419785,0.43519115,0.20061094
2420,Unbeatable iphone,The Best in the world mobile phone XR,5.0,0.0,0.625,0.375,0.6369,0.0011295798,0.026771907,0.97209847
2421,Great budget phone,It’s a great phone . Except battery I feel all is well,5.0,0.0,0.53,0.47,0.7351,0.0028623287,0.02921153,0.9679261
2422,Amazon is verify,Handsome very good software and phone,5.0,0.0,0.385,0.615,0.7501,0.0030915814,0.029908879,0.96699953
2423,Beast,Fantastic phone,5.0,0.0,0.217,0.783,0.5574,0.006456283,0.0600541,0.93348956
2424,Apple.......no equal,In this price an international brand its a good deal camera and battery awesome,4.0,0.0,0.611,0.389,0.7906,0.001893095,0.013925421,0.9841815
2425,Worth to buy it,Loved it,5.0,0.0,0.204,0.796,0.5994,0.0060983333,0.025180599,0.96872103
2426,iPhone the brand for everything,I’m not a new person in using iPhone but this Completely covered all my needs 🙂,5.0,0.0,1.0,0.0,0.0,0.0022620838,0.039282702,0.9584552
2427,Must buy for this price,Better then I expected.,5.0,0.0,0.408,0.592,0.4404,0.05402406,0.2775038,0.6684721
2428,Excellent product,Extremely user friendly,5.0,0.0,0.365,0.635,0.539,0.005268046,0.1264537,0.86827826
2429,Best one,I like with photography work,5.0,0.0,0.545,0.455,0.3612,0.0028124482,0.07851382,0.9186737
2430,Red is best,Nice product,5.0,0.0,0.263,0.737,0.4215,0.010233998,0.096474744,0.8932913
2431,Good,Phone is very good but packaging was not warped with bubble wrapper,5.0,0.0,0.84,0.16,0.2724,0.027765447,0.11558081,0.85665375
2432,Apple+Amazon=♥️🔥,Great product by Apple as always and a lot soft delivery by Amazon.,5.0,0.0,0.633,0.367,0.7003,0.0029278407,0.017289046,0.9797831
2433,Fantastic device !,Everything is great about this phone! No complaints at all!,5.0,0.331,0.422,0.247,0.1984,0.001913221,0.006919187,0.99116755
2434,Nice,Using iPhone for the first time and it gives me a good feel,5.0,0.0,0.791,0.209,0.4404,0.0010528876,0.01833228,0.98061484
2435,Perfect purchase at a discount,Everything is perfect should include bokeh mode for objects,5.0,0.0,0.684,0.316,0.5719,0.019965108,0.16399597,0.81603897
2436,It is an average item.,It is only good at security feature but not as good as over all Android smart phone.,5.0,0.0,0.541,0.459,0.8765,0.5170817,0.3792709,0.10364746
2437,iPhone XR,It’s amazing iPhone long battery life and also camera quality is so cool 😎,5.0,0.0,0.618,0.382,0.7777,0.0014655315,0.0076543144,0.99088013
2438,Must buy,Awesome phone...advanced face recognition even in dark room..totally worth.,5.0,0.0,0.538,0.462,0.7184,0.0024434396,0.023307482,0.97424906
2439,Best of all,Always awesome,5.0,0.0,0.196,0.804,0.6249,0.0035486594,0.029269505,0.96718186
2440,good one. Aggressive pricing.,the phone was given with 1 year warranty and 1 free screen replacement,5.0,0.0,0.752,0.248,0.5106,0.020088175,0.70254785,0.27736396
2441,I Phone XR,"Good,Durable and full value of money",5.0,0.0,0.676,0.324,0.34,0.004846933,0.10089821,0.89425486
2442,Nice,Ok,4.0,0.0,0.0,1.0,0.296,0.17729458,0.5264875,0.29621786
2443,Like,Like,5.0,0.0,0.0,1.0,0.3612,0.20353658,0.571345,0.2251185
2444,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
2445,I Like This Mobile ♥️,Super Camera..,5.0,0.0,0.204,0.796,0.5994,0.021781731,0.42686972,0.5513485
2446,Superbbb,It is a wonderful mobile really if u want to buy,4.0,0.0,0.57,0.43,0.6461,0.0017312907,0.014367851,0.98390085
2447,Bestvpriduct by Apple,Just wonderful !,5.0,0.0,0.2,0.8,0.6114,0.006134277,0.042100616,0.95176506
2448,Best,Very good mobile,5.0,0.0,0.385,0.615,0.4927,0.0045482623,0.04300333,0.95244837
2449,Nice,iPhone XR is gr8,5.0,0.0,0.448,0.552,0.5719,0.0029300835,0.1571243,0.8399456
2450,I loved it.best iphone,Just another waao product by apple❤️,5.0,0.0,1.0,0.0,0.0,0.002479028,0.03797896,0.95954204
2451,Amazing device,Great camera quality,5.0,0.0,0.328,0.672,0.6249,0.012824212,0.10646622,0.8807096
2452,Must buy iPhone,Top notch device..just powered everything battery backup is unbelievable,5.0,0.0,0.66,0.34,0.3818,0.0073229903,0.062197976,0.93047905
2453,Best,Best,5.0,0.0,0.0,1.0,0.6369,0.059446976,0.42256632,0.5179867
2454,Nice,Nice,5.0,0.0,0.0,1.0,0.4215,0.066038154,0.35445276,0.5795091
2455,Great phone,Nice phone,5.0,0.0,0.263,0.737,0.4215,0.006627618,0.066739604,0.92663276
2456,Good phone,Display is the only lacuna as per my expectation.,4.0,0.0,1.0,0.0,0.0,0.28944993,0.67149436,0.0390557
2457,Awsome,Gr8 experience with xr,5.0,0.0,0.448,0.552,0.5719,0.015085317,0.7643646,0.22055009
2458,Waste of money.... Very expensive,Worst product,1.0,0.804,0.196,0.0,-0.6249,0.94112307,0.0524669,0.006409968
2459,Amazing,As usual amazing performance just one problem with battery issue!!,5.0,0.179,0.53,0.291,0.3987,0.1246251,0.22976328,0.6456116
2460,Best I phone at this price point,"Great phone. I got it at 48K, not bad for 128 GB. Thank you Amazon",5.0,0.0,0.473,0.527,0.8793,0.0018199774,0.009519526,0.98866045
2461,Apple is a benchmark mobile,No finger print reader,5.0,0.423,0.577,0.0,-0.296,0.21096152,0.7204456,0.068592936
2462,IRON BOX,it is working as iron box.It does not meet my expectations,1.0,0.0,1.0,0.0,0.0,0.7485031,0.2198194,0.03167758
2463,Best I phone,Nice I phone got at ever lowest price of 42999 with 128 gb . Thank u amazon,5.0,0.133,0.51,0.357,0.5267,0.0025994817,0.018355235,0.97904533
2464,Good iPhone at an affordable price,Value for money,5.0,0.0,0.455,0.545,0.34,0.17601086,0.66478866,0.1592004
2465,Good phone but little expensive at current levels,This has only face recognition and no fingerprint sensor .,4.0,0.216,0.784,0.0,-0.296,0.53644466,0.43708622,0.026469171
2466,Plz,I want my mobile bill on my e mail id,5.0,0.0,0.843,0.157,0.0772,0.32181826,0.6219898,0.05619201
2467,Awesome phone,Nice phone and good deal by Amazon.,5.0,0.0,0.351,0.649,0.7506,0.0019514894,0.015130901,0.9829176
2468,Good,No question about it,5.0,0.423,0.577,0.0,-0.296,0.16815828,0.69207555,0.1397662
2469,Best offer till now.,One of the best,5.0,0.0,0.417,0.583,0.6369,0.0046124305,0.050421167,0.9449664
2470,XR,Amazing going back to Apple again after 4 years. Great phone,5.0,0.0,0.503,0.497,0.836,0.0021403437,0.011971551,0.98588806
2471,Value for money,Worth for every penny,5.0,0.0,0.612,0.388,0.2263,0.06320513,0.6876702,0.24912468
2472,Nice Phone,"Phone performance, battery life and camera Quality is assessment.",5.0,0.0,1.0,0.0,0.0,0.15595134,0.753643,0.09040575
2473,Apple battery make life worse,Bad phone apple need to focus on battery rather then no of camera,3.0,0.341,0.659,0.0,-0.6908,0.6465556,0.31441006,0.039034314
2474,Good & Value for money,Need to have some good focus on camera... rest all is perfect...!,5.0,0.0,0.775,0.225,0.4926,0.025143323,0.25575233,0.71910435
2475,Good,A no complain product if not considered the battery life.,4.0,0.402,0.598,0.0,-0.5719,0.32239416,0.5957317,0.08187416
2476,Great,It's smilpy ossum!!!,5.0,0.0,1.0,0.0,0.0,0.013743976,0.25978988,0.7264662
2477,Too amazing,Too good! I gifted it to my husband n he really loved it. The product is amazing!,5.0,0.0,0.511,0.489,0.9096,0.001535829,0.0054524723,0.99301165
2478,Phenomenal,Just fantastic,5.0,0.0,0.217,0.783,0.5574,0.015681835,0.09839367,0.88592446
2479,Awesome,Awesome IPhone you’ll ❤️ It,5.0,0.0,0.494,0.506,0.6249,0.0013297827,0.013488978,0.9851812
2480,Worthy,Weight is more rather everything is good,5.0,0.0,0.674,0.326,0.4404,0.018873483,0.18365996,0.7974665
2481,Amazing product,Love this product...,5.0,0.0,0.323,0.677,0.6369,0.003202891,0.01682698,0.97997016
2482,Amazing battery life and fluid interface.,Amazing battery life and fluid interface.,5.0,0.0,0.568,0.432,0.5859,0.0071339807,0.097932965,0.8949331
2483,Terrific Phone,Nice phone and battery life is superb. Camera is also excellent .,5.0,0.0,0.43,0.57,0.891,0.002075701,0.015032105,0.98289216
2484,Wow,High performance great job amazon,5.0,0.0,0.341,0.659,0.7003,0.0035347836,0.023652596,0.97281265
2485,not working charger,i bought this iphone but charger is not working from the first day what should i do,1.0,0.0,1.0,0.0,0.0,0.892713,0.09942506,0.0078619905
2486,Super,"Awesome phone, got it at a great price during Amazon Diwali Sale",5.0,0.0,0.447,0.553,0.872,0.0012793158,0.009511466,0.98920923
2487,Review,The best product and offer is delivered here at Amazon❤️,5.0,0.0,0.682,0.318,0.6369,0.0014386317,0.013000755,0.9855606
2488,Best iPhone,Fingerprint reader is not in this phone. So I can’t give,5.0,0.0,1.0,0.0,0.0,0.76331455,0.22199492,0.0146905165
2489,Super and very comfortable,Super and very good model in iPhone... I got for RS-37999 in Diwali sale,5.0,0.0,0.608,0.392,0.796,0.0011366832,0.029299686,0.9695636
2490,Amazing Phone,Amazing phone and supplied right on time by the retailer. 5 stars for the phone.,5.0,0.0,0.774,0.226,0.5859,0.0032828082,0.022107895,0.97460926
2491,Awsome Purchase,Awsome Seller Awsome Price Awsome Product.,5.0,0.0,1.0,0.0,0.0,0.8597752,0.13107035,0.009154532
2492,Best phone,"Nice phone,good battery life,best camera Quality",4.0,0.0,0.641,0.359,0.4215,0.0027475448,0.026353477,0.970899
2493,Excellent quality, Very nice product and fast delivery,3.0,0.0,0.618,0.382,0.4754,0.0028084759,0.031670537,0.96552104
2494,Defective product,Defective product received,1.0,0.592,0.408,0.0,-0.4404,0.27450928,0.6531442,0.07234661
2495,Awesome,One of the best phone available in market,5.0,0.0,0.625,0.375,0.6369,0.0022516989,0.020008652,0.97773963
2496,Excellent product.,This I phone is the best ever iPhone I ever used. It is very sleak and also looks very premium.,5.0,0.0,0.802,0.198,0.6369,0.0013867716,0.00843102,0.9901822
2497,Awesome phone,Love this phone! Awesome... totally in love..,5.0,0.0,0.572,0.428,0.6696,0.0018212133,0.005490535,0.9926883
2498,Awesome,Awesome,5.0,0.0,0.0,1.0,0.6249,0.00833755,0.08382222,0.90784025
2499,Got dream phone for real life management,Got dream phone for real life management,5.0,0.0,0.75,0.25,0.25,0.005789507,0.2795369,0.71467364
2500,Genuine Apple Product,Genuine Apple product. Timely delivered.,5.0,0.0,1.0,0.0,0.0,0.002923766,0.05695338,0.94012284
2501,Screeechy noise at full volume,Makes screeechy noise at full noise otherwise the phone is good,5.0,0.0,0.775,0.225,0.4404,0.045135934,0.26973617,0.6851279
2502,If you're Apple lover don't think about reviews just buy it,If you're Apple lover don't think about reviews just buy it,3.0,0.0,0.725,0.275,0.5859,0.090927385,0.3913023,0.5177703
2503,Super phone,Damn good phone when compared to other iPhones below 11,5.0,0.199,0.588,0.213,0.0516,0.026006987,0.15336432,0.8206287
2504,Heavy and bulky,Phone is very heavy and its lost its charm when compared to old design.,3.0,0.135,0.706,0.159,0.1027,0.83289015,0.15174165,0.015368258
2505,Review on post updating OS 13,"After updating the OS to 13, battery draining is more fast. Rest are ok",4.0,0.0,0.855,0.145,0.296,0.025511717,0.2780956,0.69639266
2506,Phone does not start,The new phone I ordered and just doesn’t start ... Dissapointed and how,1.0,0.0,1.0,0.0,0.0,0.8661621,0.11690281,0.0169351
2507,Good buy,Good buy,5.0,0.0,0.256,0.744,0.4404,0.0116151795,0.14336008,0.84502476
2508,Not genuine,This is not genuine product. It have so many problem especially hanging problem,2.0,0.351,0.649,0.0,-0.7146,0.93658954,0.0601207,0.003289758
